nohup: ignoring input
[train] run dir: artifacts/runs/dreamer_small_1784878651
[train] learner device=cuda collector=cuda
[train] seeded replay with 7291 demo transitions from artifacts/demos
[train] prefill to 5000 transitions (random policy) ...
[train] prefill done -> learner + policy collection running
[train] steps=147957 upd=29650 sps=7.2 ups=1.4 wm=1.64 actor=-0.05 ep_r=-18.479999542236328 gate=0 stage=hover
[train] steps=148184 upd=29700 sps=7.2 ups=1.4 wm=1.62 actor=-0.02 ep_r=-18.8700008392334 gate=0 stage=hover
[train] steps=148413 upd=29750 sps=7.2 ups=1.4 wm=1.63 actor=-0.05 ep_r=-18.079999923706055 gate=0 stage=hover
[train] steps=148642 upd=29800 sps=7.2 ups=1.4 wm=1.59 actor=-0.03 ep_r=-18.190000534057617 gate=0 stage=hover
[train] steps=148869 upd=29850 sps=7.2 ups=1.4 wm=1.64 actor=-0.03 ep_r=-18.799999237060547 gate=0 stage=hover
[train] steps=149089 upd=29900 sps=7.2 ups=1.4 wm=1.60 actor=-0.03 ep_r=-18.190000534057617 gate=0 stage=hover
[train] steps=149310 upd=29950 sps=7.2 ups=1.4 wm=1.63 actor=-0.06 ep_r=-17.75 gate=0 stage=hover
[train] steps=149526 upd=30000 sps=7.2 ups=1.4 wm=1.61 actor=-0.02 ep_r=-18.65999984741211 gate=0 stage=hover
[train] steps=149762 upd=30050 sps=7.2 ups=1.4 wm=1.61 actor=0.01 ep_r=-18.31999969482422 gate=0 stage=hover
[train] steps=150021 upd=30100 sps=7.2 ups=1.4 wm=1.59 actor=-0.02 ep_r=-18.780000686645508 gate=0 stage=hover
[train] checkpoint -> artifacts/runs/dreamer_small_1784878651/ckpt_150104.pt
[train] steps=150266 upd=30150 sps=7.2 ups=1.4 wm=1.58 actor=-0.05 ep_r=-18.1200008392334 gate=0 stage=hover
[train] steps=150530 upd=30200 sps=7.2 ups=1.4 wm=1.64 actor=-0.02 ep_r=-20.09000015258789 gate=0 stage=hover
[train] steps=150761 upd=30250 sps=7.2 ups=1.4 wm=1.62 actor=-0.01 ep_r=-17.950000762939453 gate=0 stage=hover
[train] steps=150945 upd=30300 sps=7.2 ups=1.4 wm=1.63 actor=-0.05 ep_r=-18.1200008392334 gate=0 stage=hover
[train] steps=151199 upd=30350 sps=7.2 ups=1.4 wm=1.62 actor=-0.04 ep_r=-18.18000030517578 gate=0 stage=hover
[train] steps=151427 upd=30400 sps=7.2 ups=1.4 wm=1.61 actor=-0.03 ep_r=-18.81999969482422 gate=0 stage=hover
[train] steps=151690 upd=30450 sps=7.2 ups=1.4 wm=1.69 actor=-0.07 ep_r=-17.93000030517578 gate=0 stage=hover
[train] steps=151931 upd=30500 sps=7.2 ups=1.4 wm=1.67 actor=-0.01 ep_r=-18.549999237060547 gate=0 stage=hover
[train] steps=152189 upd=30550 sps=7.2 ups=1.4 wm=1.63 actor=-0.07 ep_r=-17.920000076293945 gate=0 stage=hover
[train] steps=152415 upd=30600 sps=7.2 ups=1.4 wm=1.63 actor=-0.05 ep_r=-18.200000762939453 gate=0 stage=hover
[train] steps=152663 upd=30650 sps=7.2 ups=1.4 wm=1.63 actor=-0.04 ep_r=-18.010000228881836 gate=0 stage=hover
[train] steps=152904 upd=30700 sps=7.2 ups=1.4 wm=1.62 actor=-0.03 ep_r=-18.450000762939453 gate=0 stage=hover
[train] steps=153158 upd=30750 sps=7.2 ups=1.4 wm=1.56 actor=-0.02 ep_r=-19.1299991607666 gate=0 stage=hover
[train] steps=153405 upd=30800 sps=7.2 ups=1.4 wm=1.63 actor=-0.03 ep_r=-18.93000030517578 gate=0 stage=hover
[train] steps=153662 upd=30850 sps=7.2 ups=1.4 wm=1.67 actor=-0.02 ep_r=-17.559999465942383 gate=0 stage=hover
[train] steps=153900 upd=30900 sps=7.2 ups=1.4 wm=1.60 actor=-0.03 ep_r=-18.489999771118164 gate=0 stage=hover
[train] steps=154134 upd=30950 sps=7.1 ups=1.4 wm=1.67 actor=-0.03 ep_r=-18.549999237060547 gate=0 stage=hover
[train] steps=154353 upd=31000 sps=7.1 ups=1.4 wm=1.65 actor=-0.02 ep_r=-18.25 gate=0 stage=hover
[train] steps=154598 upd=31050 sps=7.1 ups=1.4 wm=1.71 actor=-0.04 ep_r=-18.6200008392334 gate=0 stage=hover
[train] steps=154822 upd=31100 sps=7.1 ups=1.4 wm=1.59 actor=-0.04 ep_r=-17.579999923706055 gate=0 stage=hover
[train] steps=155079 upd=31150 sps=7.1 ups=1.4 wm=1.64 actor=-0.04 ep_r=-17.84000015258789 gate=0 stage=hover
[train] steps=155306 upd=31200 sps=7.1 ups=1.4 wm=1.59 actor=-0.02 ep_r=-17.860000610351562 gate=0 stage=hover
[train] steps=155509 upd=31250 sps=7.1 ups=1.4 wm=1.59 actor=-0.03 ep_r=-18.229999542236328 gate=0 stage=hover
[train] steps=155702 upd=31300 sps=7.1 ups=1.4 wm=1.66 actor=-0.04 ep_r=-20.3799991607666 gate=0 stage=hover
[train] steps=155917 upd=31350 sps=7.1 ups=1.4 wm=1.61 actor=-0.02 ep_r=-20.479999542236328 gate=0 stage=hover
[train] steps=156123 upd=31400 sps=7.1 ups=1.4 wm=1.65 actor=-0.04 ep_r=-18.459999084472656 gate=0 stage=hover
[train] steps=156302 upd=31450 sps=7.1 ups=1.4 wm=1.64 actor=-0.02 ep_r=-18.469999313354492 gate=0 stage=hover
[train] steps=156416 upd=31500 sps=7.1 ups=1.4 wm=1.59 actor=-0.02 ep_r=-20.049999237060547 gate=0 stage=hover
[train] steps=156633 upd=31550 sps=7.1 ups=1.4 wm=1.58 actor=-0.03 ep_r=-18.6200008392334 gate=0 stage=hover
[train] steps=156837 upd=31600 sps=7.1 ups=1.4 wm=1.68 actor=-0.01 ep_r=-18.0 gate=0 stage=hover
[train] steps=157054 upd=31650 sps=7.1 ups=1.4 wm=1.64 actor=-0.02 ep_r=-17.68000030517578 gate=0 stage=hover
[train] steps=157266 upd=31700 sps=7.1 ups=1.4 wm=1.56 actor=-0.03 ep_r=-18.899999618530273 gate=0 stage=hover
[train] steps=157411 upd=31750 sps=7.1 ups=1.4 wm=1.65 actor=-0.02 ep_r=-19.690000534057617 gate=0 stage=hover
[train] steps=157588 upd=31800 sps=7.1 ups=1.4 wm=1.66 actor=-0.06 ep_r=-18.399999618530273 gate=0 stage=hover
[train] steps=157798 upd=31850 sps=7.1 ups=1.4 wm=1.64 actor=-0.01 ep_r=-18.450000762939453 gate=0 stage=hover
[train] steps=158000 upd=31900 sps=7.1 ups=1.4 wm=1.63 actor=-0.04 ep_r=-19.3700008392334 gate=0 stage=hover
[train] steps=158199 upd=31950 sps=7.1 ups=1.4 wm=1.66 actor=-0.01 ep_r=-19.969999313354492 gate=0 stage=hover
[train] steps=158397 upd=32000 sps=7.1 ups=1.4 wm=1.63 actor=0.02 ep_r=-18.059999465942383 gate=0 stage=hover
[train] steps=158641 upd=32050 sps=7.1 ups=1.4 wm=1.61 actor=-0.05 ep_r=-18.420000076293945 gate=0 stage=hover
[train] steps=158851 upd=32100 sps=7.1 ups=1.4 wm=1.60 actor=-0.02 ep_r=-18.350000381469727 gate=0 stage=hover
[train] steps=159086 upd=32150 sps=7.1 ups=1.4 wm=1.65 actor=-0.03 ep_r=-17.829999923706055 gate=0 stage=hover
[train] steps=159323 upd=32200 sps=7.1 ups=1.4 wm=1.62 actor=-0.04 ep_r=-18.520000457763672 gate=0 stage=hover
[train] steps=159550 upd=32250 sps=7.1 ups=1.4 wm=1.63 actor=-0.02 ep_r=-20.049999237060547 gate=0 stage=hover
[train] steps=159794 upd=32300 sps=7.1 ups=1.4 wm=1.66 actor=-0.04 ep_r=-17.760000228881836 gate=0 stage=hover
[train] steps=160005 upd=32350 sps=7.1 ups=1.4 wm=1.57 actor=-0.08 ep_r=-17.469999313354492 gate=0 stage=hover
[train] checkpoint -> artifacts/runs/dreamer_small_1784878651/ckpt_160114.pt
[train] steps=160241 upd=32400 sps=7.1 ups=1.4 wm=1.61 actor=-0.05 ep_r=-18.56999969482422 gate=0 stage=hover
[train] steps=160486 upd=32450 sps=7.1 ups=1.4 wm=1.61 actor=-0.03 ep_r=-18.31999969482422 gate=0 stage=hover
[train] steps=160719 upd=32500 sps=7.1 ups=1.4 wm=1.57 actor=-0.05 ep_r=-19.81999969482422 gate=0 stage=hover
[train] steps=160961 upd=32550 sps=7.1 ups=1.4 wm=1.59 actor=-0.01 ep_r=-17.739999771118164 gate=0 stage=hover
[train] steps=161206 upd=32600 sps=7.1 ups=1.4 wm=1.56 actor=-0.01 ep_r=-17.940000534057617 gate=0 stage=hover
[train] steps=161420 upd=32650 sps=7.1 ups=1.4 wm=1.63 actor=0.01 ep_r=-17.6200008392334 gate=0 stage=hover
[train] steps=161634 upd=32700 sps=7.1 ups=1.4 wm=1.63 actor=-0.05 ep_r=-18.06999969482422 gate=0 stage=hover
[train] steps=161844 upd=32750 sps=7.1 ups=1.4 wm=1.58 actor=-0.05 ep_r=-18.489999771118164 gate=0 stage=hover
[train] steps=162055 upd=32800 sps=7.1 ups=1.4 wm=1.64 actor=-0.00 ep_r=-17.959999084472656 gate=0 stage=hover
[train] steps=162280 upd=32850 sps=7.1 ups=1.4 wm=1.55 actor=-0.04 ep_r=-17.389999389648438 gate=0 stage=hover
[train] steps=162524 upd=32900 sps=7.1 ups=1.4 wm=1.53 actor=-0.03 ep_r=-18.399999618530273 gate=0 stage=hover
[train] steps=162760 upd=32950 sps=7.1 ups=1.4 wm=1.62 actor=-0.02 ep_r=-18.8799991607666 gate=0 stage=hover
[train] steps=162983 upd=33000 sps=7.1 ups=1.4 wm=1.59 actor=-0.03 ep_r=-17.729999542236328 gate=0 stage=hover
[train] steps=163223 upd=33050 sps=7.1 ups=1.4 wm=1.63 actor=-0.02 ep_r=-18.670000076293945 gate=0 stage=hover
[train] steps=163457 upd=33100 sps=7.1 ups=1.4 wm=1.66 actor=-0.02 ep_r=-17.65999984741211 gate=0 stage=hover
[train] steps=163699 upd=33150 sps=7.1 ups=1.4 wm=1.69 actor=-0.04 ep_r=-17.709999084472656 gate=0 stage=hover
[train] steps=163945 upd=33200 sps=7.1 ups=1.4 wm=1.56 actor=-0.03 ep_r=-17.489999771118164 gate=0 stage=hover
[train] steps=164180 upd=33250 sps=7.1 ups=1.4 wm=1.61 actor=-0.03 ep_r=-18.229999542236328 gate=0 stage=hover
[train] steps=164405 upd=33300 sps=7.1 ups=1.4 wm=1.62 actor=-0.04 ep_r=-18.139999389648438 gate=0 stage=hover
[train] steps=164640 upd=33350 sps=7.1 ups=1.4 wm=1.62 actor=-0.03 ep_r=-17.270000457763672 gate=0 stage=hover
[train] steps=164874 upd=33400 sps=7.1 ups=1.4 wm=1.61 actor=-0.03 ep_r=-17.520000457763672 gate=0 stage=hover
[train] steps=165120 upd=33450 sps=7.1 ups=1.4 wm=1.62 actor=-0.02 ep_r=-18.799999237060547 gate=0 stage=hover
[train] steps=165381 upd=33500 sps=7.1 ups=1.4 wm=1.56 actor=-0.04 ep_r=-18.829999923706055 gate=0 stage=hover
[train] steps=165606 upd=33550 sps=7.1 ups=1.4 wm=1.64 actor=-0.05 ep_r=-18.59000015258789 gate=0 stage=hover
[train] steps=165827 upd=33600 sps=7.1 ups=1.4 wm=1.59 actor=-0.04 ep_r=-17.540000915527344 gate=0 stage=hover
[train] steps=166070 upd=33650 sps=7.1 ups=1.4 wm=1.61 actor=0.02 ep_r=-19.540000915527344 gate=0 stage=hover
[train] steps=166313 upd=33700 sps=7.1 ups=1.4 wm=1.66 actor=-0.05 ep_r=-17.979999542236328 gate=0 stage=hover
[train] steps=166518 upd=33750 sps=7.1 ups=1.4 wm=1.68 actor=-0.03 ep_r=-18.260000228881836 gate=0 stage=hover
[train] steps=166738 upd=33800 sps=7.1 ups=1.4 wm=1.67 actor=-0.03 ep_r=-17.959999084472656 gate=0 stage=hover
[train] steps=166983 upd=33850 sps=7.1 ups=1.4 wm=1.56 actor=-0.01 ep_r=-17.649999618530273 gate=0 stage=hover
[train] steps=167187 upd=33900 sps=7.1 ups=1.4 wm=1.61 actor=-0.06 ep_r=-20.170000076293945 gate=0 stage=hover
[train] steps=167396 upd=33950 sps=7.1 ups=1.4 wm=1.65 actor=-0.06 ep_r=-18.3700008392334 gate=0 stage=hover
[train] steps=167625 upd=34000 sps=7.1 ups=1.4 wm=1.66 actor=0.01 ep_r=-18.350000381469727 gate=0 stage=hover
[train] steps=167854 upd=34050 sps=7.1 ups=1.4 wm=1.62 actor=-0.03 ep_r=-17.600000381469727 gate=0 stage=hover
[train] steps=168076 upd=34100 sps=7.1 ups=1.4 wm=1.62 actor=-0.02 ep_r=-17.530000686645508 gate=0 stage=hover
[train] steps=168305 upd=34150 sps=7.1 ups=1.4 wm=1.59 actor=-0.02 ep_r=-17.540000915527344 gate=0 stage=hover
[train] steps=168496 upd=34200 sps=7.1 ups=1.4 wm=1.66 actor=-0.04 ep_r=-17.790000915527344 gate=0 stage=hover
[train] steps=168707 upd=34250 sps=7.1 ups=1.4 wm=1.59 actor=-0.02 ep_r=-20.209999084472656 gate=0 stage=hover
